"Rank","WSID","Name","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"318","","Gerald Everett","LAR","TE40","12","164","348","247.4","35.7","352.0","+34.0"
"319","","Cairo Santos","FA","K22","","157","317","256.2","38.0","271.0","-48.0"
"320","","Steven Hauschka","BUF","K23","11","155","391","268.2","46.9","270.0","-50.0"
"321","","Dustin Hopkins","WAS","K24","4","160","393","263.6","46.3","300.0","-21.0"
"322","","J'Mon Moore","GB","WR112","7","152","324","258.4","49.5","310.0","-12.0"
"323","","Christine Michael","IND","RB84","9","158","359","262.3","40.8","341.0","+18.0"
"324","","Caleb Sturgis","LAC","K25","8","159","392","259.5","45.4","318.0","-6.0"
"325","","Blake Jarwin","DAL","TE41","8","163","386","253.6","50.6","264.0","-61.0"
"326","","Elijah McGuire","NYJ","RB85","11","177","408","244.2","36.2","305.0","-21.0"
"327","","Chad Williams","ARI","WR113","9","172","324","256.2","35.8","370.0","+43.0"
"328","","Phil Dawson","ARI","K26","9","161","387","272.5","42.5","309.0","-19.0"
"329","","Chandler Catanzaro","TB","K27","5","164","390","263.7","43.9","338.0","+9.0"
"330","","Cody Parkey","CHI","K28","5","163","394","270.9","44.9","345.0","+15.0"
"331","","Mark Walton","CIN","RB86","9","163","352","283.9","43.4","347.0","+16.0"
"332","","Ryan Griffin","HOU","TE42","10","185","327","243.6","38.7","227.0","-105.0"
"333","","Jesse James","PIT","TE43","7","165","327","265.4","34.9","233.0","-100.0"
"334","","Teddy Bridgewater","NO","QB36","6","166","400","274.0","63.2","383.0","+49.0"
"335","","Ryan Fitzpatrick","TB","QB37","5","185","399","260.1","54.2","269.0","-66.0"
"336","","Mike Davis","SEA","RB87","7","169","341","280.5","34.4","",""
"337","","Kendall Wright","FA","WR114","","170","296","256.9","29.9","379.0","+42.0"
"338","","Laquon Treadwell","MIN","WR115","10","182","340","254.6","47.8","355.0","+17.0"
"339","","Tajae Sharpe","TEN","WR116","8","173","368","267.3","69.6","",""
"340","","Phillip Lindsay","DEN","RB88","10","183","349","272.3","51.3","330.0","-10.0"
"341","","Nick Foles","PHI","QB38","9","186","393","265.7","58.8","302.0","-39.0"
"342","","Josh McCown","NYJ","QB39","11","189","316","244.1","34.0","304.0","-38.0"
"343","","Malcolm Mitchell","FA","WR117","","181","279","242.5","36.9","348.0","+5.0"
"344","","Alfred Blue","HOU","RB89","10","185","405","260.1","41.9","359.0","+15.0"
"345","","Seth Roberts","OAK","WR118","7","183","343","267.5","59.7","401.0","+56.0"
"346","","Torrey Smith","CAR","WR119","4","182","321","250.5","27.6","343.0","-3.0"
"347","","Robert Turbin","IND ","RB90","9","183","403","287.5","40.7","",""
"348","","Equanimeous St. Brown","GB","WR120","7","184","341","249.2","37.5","390.0","+42.0"
"349","","Garrett Celek","SF","TE44","11","184","332","278.7","35.0","213.0","-136.0"
"350","","Terrance West","FA","RB91","","192","366","276.2","46.5","368.0","+18.0"
"351","","Jakeem Grant","MIA","WR121","11","188","362","259.6","57.5","",""
"352","","Jonnu Smith","TEN","TE45","8","188","325","266.4","40.2","334.0","-18.0"
"353","","Nathan Peterman","BUF","QB40","11","188","390","268.3","57.8","322.0","-31.0"
"354","","Kyle Juszczyk","SF","RB92","11","189","349","277.6","34.5","388.0","+34.0"
"355","","De'Angelo Henderson","NYJ","RB93","11","193","302","266.9","32.5","369.0","+14.0"
"356","","Chad Kelly","DEN","QB41","10","190","407","298.5","108.5","",""
"357","","Jacoby Brissett","IND","QB42","9","191","346","292.8","60.3","",""
"358","","Jacquizz Rodgers","TB","RB94","5","194","345","286.8","33.1","340.0","-18.0"
"359","","Jalen Richard","OAK","RB95","7","195","342","257.9","31.4","342.0","-17.0"
"360","","Adam Humphries","TB","WR122","5","197","398","275.9","51.1","357.0","-3.0"
"361","","Damien Williams","KC","RB96","12","196","353","289.1","46.9","",""
"362","","Breshad Perriman","FA","WR123","","197","321","260.5","45.3","",""
"363","","Zane Gonzalez","CLE","K29","11","197","397","294.7","81.7","386.0","+23.0"
"364","","Keke Coutee","HOU","WR124","10","199","322","262.2","26.0","328.0","-36.0"
"365","","Randy Bullock","CIN","K30","9","199","395","269.0","89.3","373.0","+8.0"
"366","","Nick Boyle","BAL","TE46","10","200","341","289.7","63.6","",""
"367","","Coby Fleener","FA","TE47","","231","256","243.5","12.5","372.0","+5.0"
"368","","Marquez Valdes-Scantling","GB","WR125","7","231","279","249.0","21.4","398.0","+30.0"
"369","","Cody Latimer","NYG","WR126","9","201","288","255.4","29.9","344.0","-25.0"
"370","","Brandon LaFell","OAK","WR127","7","209","302","258.3","37.3","353.0","-17.0"
"371","","Jake Kumerow","GB","WR128","7","225","294","259.5","34.5","333.0","-38.0"
"372","","Brett Maher","DAL","K31","8","218","298","263.2","27.8","323.0","-49.0"
"373","","Jordan Akins","HOU","TE48","10","202","391","266.5","76.4","361.0","-12.0"
"374","","AJ McCarron","OAK","QB43","7","237","292","266.8","18.6","319.0","-55.0"
"375","","Carlos Henderson","DEN","WR129","10","211","348","272.0","49.1","",""
"376","","Thomas Rawls","FA","RB97","","202","296","272.7","28.7","",""
"377","","Sebastian Janikowski","SEA","K32","7","203","385","274.2","53.7","284.0","-93.0"
"378","","Mark Andrews","BAL","TE49","10","203","344","276.0","46.4","321.0","-57.0"
"379","","Jeremy Kerley","BUF","WR130","11","202","350","276.4","52.1","",""
"380","","DeAndre Washington","OAK","RB98","7","202","371","277.3","34.2","375.0","-5.0"
"381","","Charles Sims","FA","RB99","","219","309","280.4","21.6","346.0","-35.0"
"382","","Tyler Higbee","LAR","TE50","12","233","346","280.4","34.6","371.0","-11.0"
"383","","Justin Jackson","FA","RB100","","221","331","281.6","31.6","349.0","-34.0"
"384","","Keith Smith","OAK","RB101","7","281","284","282.5","1.5","",""
"385","","Bruce Ellington","HOU","WR131","10","242","350","284.3","31.5","396.0","+11.0"
"386","","Tyler Ervin","HOU","RB102","10","203","337","285.0","58.7","",""
"387","","Chris Conley","KC","WR132","12","210","335","285.4","35.9","",""
"388","","Chris Moore","BAL","WR133","10","234","360","285.5","46.7","",""
"389","","ArDarius Stewart","NYJ ","WR134","11","214","366","285.8","61.4","",""
"390","","Cameron Artis-Payne","CAR","RB103","4","228","351","289.2","37.8","308.0","-82.0"
"391","","DaeSean Hamilton","DEN","WR135","10","217","385","289.3","56.5","409.0","+18.0"
"392","","Ito Smith","ATL","RB104","8","218","346","289.8","41.1","405.0","+13.0"
"393","","Jaylen Samuels","PIT","TE51","7","226","389","290.0","51.7","285.0","-108.0"
"394","","Bo Scarbrough","DAL","RB105","8","245","343","290.0","40.4","366.0","-28.0"
"395","","Jeff Heuerman","DEN","TE52","10","246","350","291.2","38.0","380.0","-15.0"
"396","","Demarcus Robinson","KC","WR136","12","207","363","293.2","54.9","",""
"397","","New York (NYJ)","","DST29","11","201","376","293.6","63.2","316.0","-81.0"
"398","","Darrel Williams","KC","RB106","12","291","295","293.7","1.9","",""
"399","","Josh Reynolds","LAR","WR137","12","235","353","295.5","41.8","",""
"400","","Travaris Cadet","FA","RB107","","243","353","296.3","24.4","",""
"401","","Tommy Bohanon","JAC","RB108","9","254","342","298.0","44.0","",""
"402","","Rashard Higgins","CLE","WR138","11","242","381","298.3","50.9","360.0","-42.0"
"403","","Malcolm Brown","LAR","RB109","12","252","346","298.8","30.5","306.0","-97.0"
"404","","Roger Lewis","FA","WR139","","299","299","299.0","0.0","",""
"405","","Seth DeValve","CLE","TE53","11","261","336","299.5","27.8","412.0","+7.0"
"406","","Orleans Darkwa","FA","RB110","","258","377","300.7","29.7","329.0","-77.0"
"407","","Elijhaa Penny","ARI","RB111","9","251","356","303.5","52.5","",""
"408","","Nick O'Leary","FA","TE54","","278","333","305.5","27.5","",""
"409","","Rico Gathers","DAL","TE55","8","242","343","305.6","35.9","320.0","-89.0"
"410","","Chris Herndon IV","NYJ","TE56","11","258","341","306.0","33.8","389.0","-21.0"
"411","","Kapri Bibbs","WAS","RB112","4","260","339","306.0","33.5","382.0","-29.0"
"412","","Aldrick Rosas","NYG","K33","9","212","396","307.0","66.8","387.0","-25.0"
"413","","Braxton Miller","FA","WR140","","291","324","307.5","16.5","",""
"414","","Levine Toilolo","DET","TE57","6","276","340","308.0","32.0","",""
"415","","Oakland (OAK)","","DST30","7","216","382","309.8","57.7","314.0","-101.0"
"416","","Demetrius Harris","KC ","TE58","12","286","325","310.7","17.5","",""
"417","","Jermaine Gresham","ARI","TE59","9","273","340","310.8","24.1","",""
"418","","Charcandrick West","FA","RB113","","283","335","311.5","22.1","",""
"419","","Ryan Switzer","PIT","WR141","7","260","382","311.8","44.3","",""
"420","","Andre Holmes","BUF","WR142","11","297","344","313.0","21.9","",""
"421","","Jordan Leggett","NYJ","TE60","11","285","342","313.5","28.5","",""
"422","","Amara Darboh","NE","WR143","11","222","399","313.7","50.9","",""
"423","","Jarius Wright","CAR","WR144","4","274","388","314.0","52.4","",""
"424","","Jeremy McNichols","IND","RB114","9","311","317","314.0","3.0","410.0","-14.0"
"425","","Andy Janovich","DEN","RB115","10","257","372","314.5","57.5","",""
"426","","Dwayne Allen","NE","TE61","11","313","316","314.5","1.5","",""
"427","","Marcedes Lewis","GB","TE62","7","282","337","315.0","23.8","358.0","-69.0"
"428","","J.D. McKissic","SEA","RB116","7","281","354","320.5","26.0","364.0","-64.0"
"429","","Marcus Murphy","BUF","RB117","11","275","370","329.3","34.3","392.0","-37.0"
"430","","David Moore","SEA","WR145","7","283","379","331.0","48.0","391.0","-39.0"
"431","","Jacob Hollister","NE","TE63","11","288","404","331.7","51.5","",""
"432","","Miami (MIA)","","DST31","11","276","381","337.9","31.1","363.0","-69.0"
"433","","Eli Rogers","PIT ","WR146","7","286","392","339.0","53.0","",""
"434","","Justin Hardy","ATL","WR147","8","269","402","342.0","55.1","",""
"435","","Rhett Ellison","NYG","TE64","9","339","345","342.0","3.0","",""
"436","","Darrius Heyward-Bey","PIT","WR148","7","292","394","343.0","51.0","",""
"437","","Niles Paul","JAC","TE65","9","329","357","343.0","14.0","",""
"438","","Logan Thomas","BUF","TE66","11","287","400","343.5","56.5","",""
"439","","Trey Edmunds","NO","RB118","6","334","361","347.5","13.5","384.0","-55.0"
"440","","Benny Cunningham","CHI","RB119","5","333","364","348.5","15.5","",""
"441","","Trey Quinn","WAS","WR149","4","306","397","351.5","45.5","",""
"442","","Indianapolis (IND)","","DST32","9","315","383","355.6","25.5","",""
"443","","TJ Jones","DET","WR150","6","328","401","364.3","29.8","",""
""
""
